t_s,target_deg_s,velocity_deg_s,diag,config
0.05034782500297297,0,,,
0.10069231899979059,0,0.254,,
0.1509435130028578,0,-0.085,,
0.40144123600111925,0,0.085,,
0.4517609260001336,0,-0.084,,
0.5020829090026382,0,0.084,FB0000021D000000,5014000000020100
0.552325638000184,0,0.084,FB0000021D000000,5014000000020100
0.602580624003167,0,0.085,FB0000021D000000,5014000000020100
0.652791956999863,0,-0.085,FB0000021D000000,5014000000020100
0.7030633280010079,0,-0.169,FB0000021D000000,5014000000020100
0.753283789003035,0,0.084,FB0000021D000000,5014000000020100
0.8035955850027676,0,-0.084,FB0000021D000000,5014000000020100
0.85384505500042,0,0.084,FB0000021D000000,5014000000020100
0.9041771330012125,0,-0.169,FB0000021D000000,5014000000020100
0.9545046780003759,0,0.253,FB0000021D000000,5014000000020100
1.004881185002887,0,-0.338,FB0000021D000000,5014000000020100
1.0552060050031287,0,0.338,FB0000021D000000,5014000000020100
1.1055194540022057,0,0.085,FB0000021D000000,5014000000020100
1.155673626002681,0,-0.169,FB0000021D000000,5014000000020100
1.2060028040032194,60,-0.169,FB0000021D000000,5014000000020100
2.261048598000343,60,0.253,FB0000021D000002,5014000000020100
2.3114359910032363,60,-0.004,FB0000021D000002,5014000000020100
2.3617492129997117,60,0.084,FB0000021D000002,5014000000020100
2.412042758001917,60,0.0,FB0000021D000002,5014000000020100
2.462395678001485,60,0.338,FB0000021D000002,5014000000020100
2.5127595700032543,60,0.253,FB0000021D000002,5014000000020100
2.563085810001212,60,0.084,FB0000021D000002,5014000000020100
2.6134342969999125,60,0.085,FB0000021D000002,5014000000020100
2.6637833260028856,60,0.084,FB0000021D000002,5014000000020100
2.7141756500022893,60,0.338,FB0000021D000002,5014000000020100
2.7644028419999813,60,-0.084,FB0000021D000002,5014000000020100
2.8147169210024003,60,0.169,FB0000021D000002,5014000000020100
2.8650370840005053,60,-0.084,FB0000021D000002,5014000000020100
2.915283611000632,60,-0.084,FB0000021D000002,5014000000020100
2.9654903700029536,60,0.169,FB0000021D000002,5014000000020100
3.015752318002342,60,0.0,FB0000021D000002,5014000000020100
3.0659807350020856,60,0.084,FB0000021D000002,5014000000020100
3.1162273790032486,60,0.169,FB0000021D000002,5014000000020100
3.1664541240024846,60,0.169,FB0000021D000002,5014000000020100
3.2167465960010304,60,-0.338,FB0000021D000002,5014000000020100
3.2669636600003287,60,0.169,FB0000021D000002,5014000000020100
3.31726747400171,60,0.084,FB0000021D000002,5014000000020100
3.3674949270025536,60,0.0,FB0000021D000002,5014000000020100
3.417784961002326,60,0.0,FB0000021D000002,5014000000020100
