t_s,target_deg_s,velocity_deg_s,diag,config
0.3204102409981715,0.0,,,
0.37075784300031955,0.0,0.169,FB0000021D000000,5014000000020100
0.4209092219971353,0.0,-0.338,FB0000021D000000,5014000000020100
0.4710516839986667,0.0,0.0,FB0000021D000000,5014000000020100
0.5211795979994349,0.0,-0.084,FB0000021D000000,5014000000020100
0.5712830140000733,0.0,0.169,FB0000021D000000,5014000000020100
0.6214392709989625,0.0,-0.169,FB0000021D000000,5014000000020100
0.6715780359991186,0.0,0.0,FB0000021D000000,5014000000020100
0.7216960969999491,0.0,0.084,FB0000021D000000,5014000000020100
0.7718686089974653,0.0,-0.084,FB0000021D000000,5014000000020100
0.821998358998826,0.0,-0.084,FB0000021D000000,5014000000020100
0.8722662049985956,0.0,0.0,FB0000021D000000,5014000000020100
0.9224153879986261,0.0,0.0,FB0000021D000000,5014000000020100
0.9725480779998179,0.0,0.084,FB0000021D000000,5014000000020100
1.0226511379987642,0.0,0.084,FB0000021D000000,5014000000020100
1.0727450470003532,0.0,-0.084,FB0000021D000000,5014000000020100
1.1228967169990938,0.0,0.0,FB0000021D000000,5014000000020100
1.1730500859994208,0.0,0.084,FB0000021D000000,5014000000020100
1.2232259329975932,0.0,-0.169,FB0000021D000000,5014000000020100
1.2734120419991086,0.0,0.254,FB0000021D000000,5014000000020100
1.323569148000388,10.0,-0.169,FB0000021D000000,5014000000020100
2.376883024997369,10.0,0.169,FB0000021D000002,5014000000020100
2.4270468830000027,10.0,-0.004,FB0000021D000002,5014000000020100
2.477209546999802,10.0,1.183,FB0000021D000002,5014000000020100
2.5274786579975626,10.0,2.704,FB0000021D000002,5014000000020100
2.5776295209980162,10.0,1.944,FB0000021D000002,5014000000020100
2.6277732439993997,10.0,1.859,FB0000021D000002,5014000000020100
2.6779246909973153,10.0,2.028,FB0000021D000002,5014000000020100
2.728087172999949,10.0,2.197,FB0000021D000002,5014000000020100
2.7783305759985524,10.0,1.944,FB0000021D000002,5014000000020100
2.8284984179990715,10.0,1.521,FB0000021D000002,5014000000020100
2.878664153999125,10.0,1.437,FB0000021D000002,5014000000020100
2.9288496499975736,10.0,1.183,FB0000021D000002,5014000000020100
2.9790276200001244,10.0,0.761,FB0000021D000002,5014000000020100
3.029155174997868,10.0,1.099,FB0000021D000002,5014000000020100
3.0793263429986837,10.0,1.014,FB0000021D000002,5014000000020100
3.1294577489970834,10.0,1.099,FB0000021D000002,5014000000020100
3.1795710529986536,10.0,1.69,FB0000021D000002,5014000000020100
3.2296988339985546,10.0,1.606,FB0000021D000002,5014000000020100
3.2798514159985643,10.0,1.352,FB0000021D000002,5014000000020100
3.3300383309979225,10.0,1.437,FB0000021D000002,5014000000020100
3.38022283600003,10.0,1.183,FB0000021D000002,5014000000020100
3.4303798229993845,10.0,0.676,FB0000021D000002,5014000000020100
3.480566545000329,10.0,0.338,FB0000021D000002,5014000000020100
3.530727681998542,10.0,0.338,FB0000021D000002,5014000000020100
3.580913898997096,10.0,0.084,FB0000021D000002,5014000000020100
3.6311136679978517,10.0,0.423,FB0000021D000002,5014000000020100
3.6813008399985847,10.0,0.0,FB0000021D000002,5014000000020100
3.731467347999569,10.0,0.169,FB0000021D000002,5014000000020100
3.7816506339986518,10.0,0.084,FB0000021D000002,5014000000020100
3.831784484998934,10.0,0.169,FB0000021D000002,5014000000020100
3.881964270000026,10.0,0.0,FB0000021D000002,5014000000020100
3.9321560879980098,10.0,0.338,FB0000021D000002,5014000000020100
3.9823107339980197,10.0,-0.085,FB0000021D000002,5014000000020100
4.032445767999889,10.0,-0.253,FB0000021D000002,5014000000020100
4.082566217999556,10.0,0.507,FB0000021D000002,5014000000020100
4.1326643109969154,10.0,0.0,FB0000021D000002,5014000000020100
4.182753491997573,10.0,0.0,FB0000021D000002,5014000000020100
4.232874252997135,10.0,0.169,FB0000021D000002,5014000000020100
4.2829923079989385,10.0,0.084,FB0000021D000002,5014000000020100
4.33314492199861,10.0,0.0,FB0000021D000002,5014000000020100
4.38327410799684,10.0,0.338,FB0000021D000002,5014000000020100
4.4334388809984375,10.0,0.084,FB0000021D000002,5014000000020100
4.483686935996957,10.0,0.0,FB0000021D000002,5014000000020100
4.533824668997113,10.0,0.169,FB0000021D000002,5014000000020100
4.583980675997736,10.0,-0.084,FB0000021D000002,5014000000020100
4.6341199449998385,10.0,0.0,FB0000021D000002,5014000000020100
